Category;Description;Price;Price per Unit;URL
bouchees-a-rechauffer;MCCAIN Pickers - Cheesy Italian pops;3.73€;16,22€ / kg;https://www.auchan.fr/mccain-pickers-cheesy-italian-pops/pr-C1431044
bouchees-a-rechauffer;ENTREMONT Mini toasts du fromager emmental jambon;4.50€;34,62€ / kg;https://www.auchan.fr/entremont-mini-toasts-du-fromager-emmental-jambon/pr-C1426533
bouchees-a-rechauffer;TIPIAK Croustillants Saint-Jacques au beurre persillé;4.63€;38,58€ / kg;https://www.auchan.fr/tipiak-croustillants-saint-jacques-au-beurre-persille/pr-C1172534
bouchees-a-rechauffer;ESCAL Moule à croquer tomate et basilic ASC;4.99€;27,72€ / kg;https://www.auchan.fr/escal-moule-a-croquer-tomate-et-basilic-asc/pr-C1172570
bouchees-a-rechauffer;BLINI Ambiance de Fêtes petits feuilletés;10.02€;10,38€ / kg;https://www.auchan.fr/blini-ambiance-de-fetes-petits-feuilletes/pr-C1173452
bouchees-a-rechauffer;AUCHAN Mini-feuilletés garnis;6.15€;0,08€ / pce;https://www.auchan.fr/auchan-mini-feuilletes-garnis/pr-C1172494
bouchees-a-rechauffer;TIPIAK Mini coquilles Saint-Jacques;5.63€;56,30€ / kg;https://www.auchan.fr/tipiak-mini-coquilles-saint-jacques/pr-C1172536
bouchees-a-rechauffer;BLINI Facile et rapide à préparer;9.74€;10,20€ / kg;https://www.auchan.fr/blini-facile-et-rapide-a-preparer/pr-C1173451
bouchees-a-rechauffer;BLINI Facile et rapide à préparer;4.35€;14,50€ / kg;https://www.auchan.fr/blini-facile-et-rapide-a-preparer/pr-C1175645
bouchees-a-rechauffer;ESCAL St-Jacques à croquer coquille croustillante MSC;6.99€;49,93€ / kg;https://www.auchan.fr/escal-st-jacques-a-croquer-coquille-croustillante-msc/pr-C1309504
bouchees-a-rechauffer;AUCHAN Mini burger au saumon fumé;6.10€;48,80€ / kg;https://www.auchan.fr/auchan-mini-burger-au-saumon-fume/pr-C1172589
bouchees-a-rechauffer;AUCHAN ESSENTIEL Mini-feuilletés apéritif;1.88€;6,84€ / kg;https://www.auchan.fr/auchan-essentiel-mini-feuilletes-aperitif/pr-C1174381
bouchees-a-rechauffer;AUCHAN Moules farcies;3.99€;31,92€ / kg;https://www.auchan.fr/auchan-moules-farcies/pr-C1431775
bouchees-a-rechauffer;BLINI Un apéritif original et facile à préparer;7.63€;22,78€ / kg;https://www.auchan.fr/blini-un-aperitif-original-et-facile-a-preparer/pr-C1173457
bouchees-a-rechauffer;DELI'S WORLD Brochettes de bœuf au fromage;9.89€;43,96€ / kg;https://www.auchan.fr/deli-s-world-brochettes-de-boeuf-au-fromage/pr-C1482337
bouchees-a-rechauffer;DELI'S WORLD Naan au fromage;5.63€;23,46€ / kg;https://www.auchan.fr/deli-s-world-naan-au-fromage/pr-C1338104
bouchees-a-rechauffer;AUCHAN Yakitori au poulet sauce soja sucrée;6.63€;31,57€ / kg;https://www.auchan.fr/auchan-yakitori-au-poulet-sauce-soja-sucree/pr-C1172081
bouchees-a-rechauffer;AJINOMOTO Gyoza au poulet et légumes;6.73€;31,75€ / kg;https://www.auchan.fr/ajinomoto-gyoza-au-poulet-et-legumes/pr-C1172792
bouchees-a-rechauffer;AJINOMOTO Gyoza boeuf et légumes;6.23€;15,58€ / kg;https://www.auchan.fr/ajinomoto-gyoza-boeuf-et-legumes/pr-C1573653
bouchees-a-rechauffer;DELI'S WORLD Quésadillas au bœuf;3.95€;21,94€ / kg;https://www.auchan.fr/deli-s-world-quesadillas-au-boeuf/pr-C1609042
bouchees-a-rechauffer;DELI'S WORLD Naan poulet tandoori;3.95€;21,94€ / kg;https://www.auchan.fr/deli-s-world-naan-poulet-tandoori/pr-C1609043
bouchees-a-rechauffer;TIPIAK Gougères à la truffe d'été;5.18€;47,09€ / kg;https://www.auchan.fr/tipiak-gougeres-a-la-truffe-d-ete/pr-C1561371
bouchees-a-rechauffer;DELI'S WORLD Brochettes yakitori et yaki tsukune;7.68€;33,39€ / kg;https://www.auchan.fr/deli-s-world-brochettes-yakitori-et-yaki-tsukune/pr-C1482356
mini-pizza;BUITONI Piccolinis jambon fromage;3.40€;10,40€ / kg;https://www.auchan.fr/buitoni-piccolinis-jambon-fromage/pr-C1609047
mini-pizza;BUITONI Piccolinis 3 fromages;3.76€;11,50€ / kg;https://www.auchan.fr/buitoni-piccolinis-3-fromages/pr-C1609057
mini-pizza;BUITONI Piccolinis bolognaise;3.40€;10,40€ / kg;https://www.auchan.fr/buitoni-piccolinis-bolognaise/pr-C1609052
mini-pizza;AUCHAN Mini pizza aux 3 fromages;2.84€;10,52€ / kg;https://www.auchan.fr/auchan-mini-pizza-aux-3-fromages/pr-C1175407
escargots;ESCAL Croustilles aux escargots recette à la Bourguignonne;4.99€;49,90€ / kg;https://www.auchan.fr/escal-croustilles-aux-escargots-recette-a-la-bourguignonne/pr-C1174157
escargots;AUCHAN Escargots préparés à la Bourguignonne;18.23€;51,35€ / kg;https://www.auchan.fr/auchan-escargots-prepares-a-la-bourguignonne/pr-C1178315
escargots;AUCHAN Escargot gros calibre recette Bourguignonne;10.45€;58,71€ / kg;https://www.auchan.fr/auchan-escargot-gros-calibre-recette-bourguignonne/pr-C1178317
escargots;AUCHAN Escargots à la Bourguignonne;5.78€;43,13€ / kg;https://www.auchan.fr/auchan-escargots-a-la-bourguignonne/pr-C1176272
escargots;ESCAL Escargots préparés recette à la Bourguignonne;13.99€;31,44€ / kg;https://www.auchan.fr/escal-escargots-prepares-recette-a-la-bourguignonne/pr-C1173135
escargots;ESCAL Escargots de Bourgogne ail et persil;24.57€;43,88€ / kg;https://www.auchan.fr/escal-escargots-de-bourgogne-ail-et-persil/pr-C1429570
produit-du-monde;AUCHAN Samossas boeuf sauce chutney curry;4.05€;21,32€ / kg;https://www.auchan.fr/auchan-samossas-boeuf-sauce-chutney-curry/pr-C1173035
produit-du-monde;AUCHAN Beignet de crevette;4.38€;33,69€ / kg;https://www.auchan.fr/auchan-beignet-de-crevette/pr-C1173026
produit-du-monde;AUCHAN Mini nems au poulet sauce nuoc mam;4.94€;20,58€ / kg;https://www.auchan.fr/auchan-mini-nems-au-poulet-sauce-nuoc-mam/pr-C1173034
produit-du-monde;DELI'S WORLD Brochettes de bœuf au fromage;9.89€;43,96€ / kg;https://www.auchan.fr/deli-s-world-brochettes-de-boeuf-au-fromage/pr-C1482337
produit-du-monde;AUCHAN Yakitori au poulet sauce soja sucrée;6.63€;31,57€ / kg;https://www.auchan.fr/auchan-yakitori-au-poulet-sauce-soja-sucree/pr-C1172081
produit-du-monde;AJINOMOTO Gyoza au poulet et légumes;6.73€;31,75€ / kg;https://www.auchan.fr/ajinomoto-gyoza-au-poulet-et-legumes/pr-C1172792
produit-du-monde;ISLA DELICE Tenders filet de poulet halal;20.95€;10,48€ / kg;https://www.auchan.fr/isla-delice-tenders-filet-de-poulet-halal/pr-C1461049
feuilletes-friands;AUCHAN Mini feuilletés;7.97€;16,60€ / kg;https://www.auchan.fr/auchan-mini-feuilletes/pr-C1175413
feuilletes-friands;AUCHAN Mini-saucisses en feuilletés;5.69€;16,26€ / kg;https://www.auchan.fr/auchan-mini-saucisses-en-feuilletes/pr-C1172528
feuilletes-friands;BLINI Ambiance de Fêtes petits feuilletés;10.02€;10,38€ / kg;https://www.auchan.fr/blini-ambiance-de-fetes-petits-feuilletes/pr-C1173452
feuilletes-friands;AUCHAN Mini-feuilletés garnis;6.15€;0,08€ / pce;https://www.auchan.fr/auchan-mini-feuilletes-garnis/pr-C1172494
feuilletes-friands;AUCHAN ESSENTIEL Mini-feuilletés apéritif;1.88€;6,84€ / kg;https://www.auchan.fr/auchan-essentiel-mini-feuilletes-aperitif/pr-C1174381
feuilletes-friands;AUCHAN Feuilleté au chèvre épinard;4.32€;10,80€ / kg;https://www.auchan.fr/auchan-feuillete-au-chevre-epinard/pr-C1173358
feuilletes-friands;AUCHAN Feuilleté au chèvre;5.04€;12,60€ / kg;https://www.auchan.fr/auchan-feuillete-au-chevre/pr-C1173349
feuilletes-friands;AUCHAN Feuilleté aux Saint-Jacques;4.80€;12,00€ / kg;https://www.auchan.fr/auchan-feuillete-aux-saint-jacques/pr-C1173357
feuilletes-friands;POUCE Feuilletés au fromage;1.93€;2,97€ / kg;https://www.auchan.fr/pouce-feuilletes-au-fromage/pr-C1177690
feuilletes-friands;AUCHAN Feuilleté à l'emmental;3.42€;8,77€ / kg;https://www.auchan.fr/auchan-feuillete-a-l-emmental/pr-C1172193
feuilletes-friands;AUCHAN Feuilleté aux 2 saumons;4.82€;12,05€ / kg;https://www.auchan.fr/auchan-feuillete-aux-2-saumons/pr-C1173355
feuilletes-friands;AUCHAN Feuilleté à la saucisse de Strasbourg sauce béchamel;2.80€;7,18€ / kg;https://www.auchan.fr/auchan-feuillete-a-la-saucisse-de-strasbourg-sauce-bechamel/pr-C1172194
feuilletes-friands;AUCHAN Feuilleté aux légumes du soleil;3.55€;8,88€ / kg;https://www.auchan.fr/auchan-feuillete-aux-legumes-du-soleil/pr-C1173362
crepes-galettes;AUCHAN Crêpe jambon emmental;4.73€;4,73€ / kg;https://www.auchan.fr/auchan-crepe-jambon-emmental/pr-C1172932
crepes-galettes;AUCHAN Crêpe à l'emmental;4.00€;4,00€ / kg;https://www.auchan.fr/auchan-crepe-a-l-emmental/pr-C1172931
crepes-galettes;AUCHAN Crêpe jambon emmental;1.69€;5,63€ / kg;https://www.auchan.fr/auchan-crepe-jambon-emmental/pr-C1172933
crepes-galettes;AUCHAN Crêpes au boeuf sauce chimichurri;2.69€;8,97€ / kg;https://www.auchan.fr/auchan-crepes-au-boeuf-sauce-chimichurri/pr-C1623812
crepes-galettes;DELI'S WORLD Naan au fromage;5.63€;23,46€ / kg;https://www.auchan.fr/deli-s-world-naan-au-fromage/pr-C1338104
burger;MCCAIN Bun's au jambon et ketchup;3.64€;9,10€ / kg;https://www.auchan.fr/mccain-bun-s-au-jambon-et-ketchup/pr-C1173962
burger;MCCAIN Bun's à la bolognaise;3.80€;9,50€ / kg;https://www.auchan.fr/mccain-bun-s-a-la-bolognaise/pr-C1173959
burger;CHARAL Cheeseburger;8.70€;10,36€ / kg;https://www.auchan.fr/charal-cheeseburger/pr-C1176703
burger;AUCHAN Chicken burger;6.69€;13,38€ / kg;https://www.auchan.fr/auchan-chicken-burger/pr-C1173853
burger;Cheeseburger;7.41€;9,88€ / kg;https://www.auchan.fr/cheeseburger/pr-C1174016
burger;CHARAL Burger BBQ;7.27€;16,52€ / kg;https://www.auchan.fr/charal-burger-bbq/pr-C1325598
burger;AUCHAN Cheeseburger;7.74€;9,92€ / kg;https://www.auchan.fr/auchan-cheeseburger/pr-C1172853
burger;MCCAIN Bun's saveur burger;4.28€;10,70€ / kg;https://www.auchan.fr/mccain-bun-s-saveur-burger/pr-C1173850
hot-dog;MCCAIN Bun's au jambon et ketchup;3.64€;9,10€ / kg;https://www.auchan.fr/mccain-bun-s-au-jambon-et-ketchup/pr-C1173962
hot-dog;MCCAIN Bun's à la bolognaise;3.80€;9,50€ / kg;https://www.auchan.fr/mccain-bun-s-a-la-bolognaise/pr-C1173959
hot-dog;CHARAL Hot dogs saveur ketchup;7.57€;15,14€ / kg;https://www.auchan.fr/charal-hot-dogs-saveur-ketchup/pr-C1454678
hot-dog;MCCAIN Bun's saveur burger;4.28€;10,70€ / kg;https://www.auchan.fr/mccain-bun-s-saveur-burger/pr-C1173850
asie;AUCHAN Riz cantonais;5.46€;6,07€ / kg;https://www.auchan.fr/auchan-riz-cantonais/pr-C1178277
asie;AUCHAN Poêlée thaï au poulet;6.46€;7,18€ / kg;https://www.auchan.fr/auchan-poelee-thai-au-poulet/pr-C1173799
asie;AUCHAN Yakitori au poulet sauce soja sucrée;6.63€;31,57€ / kg;https://www.auchan.fr/auchan-yakitori-au-poulet-sauce-soja-sucree/pr-C1172081
asie;AUCHAN Samossas boeuf sauce chutney curry;4.05€;21,32€ / kg;https://www.auchan.fr/auchan-samossas-boeuf-sauce-chutney-curry/pr-C1173035
asie;AUCHAN Curry rouge de crevettes, duo de riz et légumes;4.07€;11,63€ / kg;https://www.auchan.fr/auchan-curry-rouge-de-crevettes-duo-de-riz-et-legumes/pr-C1416166
asie;AUCHAN Beignet de crevette;4.38€;33,69€ / kg;https://www.auchan.fr/auchan-beignet-de-crevette/pr-C1173026
asie;AUCHAN Mini nems au poulet sauce nuoc mam;4.94€;20,58€ / kg;https://www.auchan.fr/auchan-mini-nems-au-poulet-sauce-nuoc-mam/pr-C1173034
asie;AJINOMOTO Gyoza au poulet et légumes;6.73€;31,75€ / kg;https://www.auchan.fr/ajinomoto-gyoza-au-poulet-et-legumes/pr-C1172792
asie;DELI'S WORLD Naan au fromage;5.63€;23,46€ / kg;https://www.auchan.fr/deli-s-world-naan-au-fromage/pr-C1338104
asie;WEI MING Assortiment de mochis;4.20€;26,92€ / kg;https://www.auchan.fr/wei-ming-assortiment-de-mochis/pr-C1174000
asie;DELI'S WORLD Brochettes de bœuf au fromage;9.89€;43,96€ / kg;https://www.auchan.fr/deli-s-world-brochettes-de-boeuf-au-fromage/pr-C1482337
asie;AJINOMOTO Gyoza boeuf et légumes;6.23€;15,58€ / kg;https://www.auchan.fr/ajinomoto-gyoza-boeuf-et-legumes/pr-C1573653
asie;MR MIN Riz cuisiné à la coréenne au poulet teriyaki;7.11€;11,85€ / kg;https://www.auchan.fr/mr-min-riz-cuisine-a-la-coreenne-au-poulet-teriyaki/pr-C1708230
asie;DELI'S WORLD Pad thaï Nouilles sautées au poulet;5.49€;18,30€ / kg;https://www.auchan.fr/deli-s-world-pad-thai-nouilles-sautees-au-poulet/pr-C1617043
asie;DELI'S WORLD Brochettes yakitori et yaki tsukune;7.68€;33,39€ / kg;https://www.auchan.fr/deli-s-world-brochettes-yakitori-et-yaki-tsukune/pr-C1482356
orient;AUCHAN Curry de poulet à l'indienne;5.04€;5,60€ / kg;https://www.auchan.fr/auchan-curry-de-poulet-a-l-indienne/pr-C1177620
orient;ISLA DELICE Burger halal de poulet rôti;8.60€;13,44€ / kg;https://www.auchan.fr/isla-delice-burger-halal-de-poulet-roti/pr-C1173515
orient;AUCHAN Poêlée façon kebab;4.48€;4,98€ / kg;https://www.auchan.fr/auchan-poelee-facon-kebab/pr-C1177228
orient;ORIENTAL VIANDES Le Burger Halal;17.95€;8,98€ / kg;https://www.auchan.fr/oriental-viandes-le-burger-halal/pr-C1600047
orient;ORIENTAL VIANDES Haché 100% pur bœuf;20.95€;10,48€ / kg;https://www.auchan.fr/oriental-viandes-hache-100-pur-boeuf/pr-C1603999
orient;ORIENTAL VIANDES Burger de bœuf épicé;17.95€;8,98€ / kg;https://www.auchan.fr/oriental-viandes-burger-de-boeuf-epice/pr-C1606988
orient;ISLA DELICE Special Kebab Volaille Halal;38.03€;17,77€ / kg;https://www.auchan.fr/isla-delice-special-kebab-volaille-halal/pr-C1412506
orient;ISLA DELICE Original nuggets halal;13.00€;6,50€ / kg;https://www.auchan.fr/isla-delice-original-nuggets-halal/pr-C1175123
orient;ISLA DELICE Tenders filet de poulet halal;20.95€;10,48€ / kg;https://www.auchan.fr/isla-delice-tenders-filet-de-poulet-halal/pr-C1461049
orient;ISLA DELICE Cordon bleu de dinde halal;5.95€;14,88€ / kg;https://www.auchan.fr/isla-delice-cordon-bleu-de-dinde-halal/pr-C1177108
orient;AUCHAN Légumes pour couscous;3.15€;3,15€ / kg;https://www.auchan.fr/auchan-legumes-pour-couscous/pr-C1178364
orient;ISLA DELICE Extra tendre viande haché halal;11.40€;14,25€ / kg;https://www.auchan.fr/isla-delice-extra-tendre-viande-hache-halal/pr-C1177109
mediterranee-autres-pays;AUCHAN Mélange pour fajitas : poulet, poivrons et oignons;5.42€;9,03€ / kg;https://www.auchan.fr/auchan-melange-pour-fajitas-poulet-poivrons-et-oignons/pr-C1172267
mediterranee-autres-pays;MARIE Paëlla royale aux petites gambas et safran;6.16€;6,84€ / kg;https://www.auchan.fr/marie-paella-royale-aux-petites-gambas-et-safran/pr-C1175395
mediterranee-autres-pays;AUCHAN Aubergines à la grecque;4.07€;4,52€ / kg;https://www.auchan.fr/auchan-aubergines-a-la-grecque/pr-C1173745
mediterranee-autres-pays;Croquettes de morue;4.75€;23,75€ / kg;https://www.auchan.fr/croquettes-de-morue/pr-C1721676
mediterranee-autres-pays;DELI'S WORLD Quésadillas au bœuf;3.95€;21,94€ / kg;https://www.auchan.fr/deli-s-world-quesadillas-au-boeuf/pr-C1609042
mediterranee-autres-pays;DELI'S WORLD Naan poulet tandoori;3.95€;21,94€ / kg;https://www.auchan.fr/deli-s-world-naan-poulet-tandoori/pr-C1609043
mediterranee-autres-pays;AUCHAN Gnocchi au poulet et chorizo;6.37€;7,08€ / kg;https://www.auchan.fr/auchan-gnocchi-au-poulet-et-chorizo/pr-C1173050
mono-legumes;FINDUS Epinards hachés à la crème fraîche;2.90€;5,13€ / kg;https://www.auchan.fr/findus-epinards-haches-a-la-creme-fraiche/pr-C1518608
mono-legumes;AUCHAN Déjà cuit - Flageolets;2.61€;4,35€ / kg;https://www.auchan.fr/auchan-deja-cuit-flageolets/pr-C1344929
mono-legumes;AUCHAN Cubes de tomates à la méditerranéenne;2.59€;4,32€ / kg;https://www.auchan.fr/auchan-cubes-de-tomates-a-la-mediterraneenne/pr-C1473768
mono-legumes;AUCHAN Fagots de haricots verts;4.77€;17,67€ / kg;https://www.auchan.fr/auchan-fagots-de-haricots-verts/pr-C1176826
mono-legumes;AUCHAN Courgettes en rondelles;1.68€;1,68€ / kg;https://www.auchan.fr/auchan-courgettes-en-rondelles/pr-C1178182
mono-legumes;AUCHAN Petits pois doux déjà cuit;3.46€;4,61€ / kg;https://www.auchan.fr/auchan-petits-pois-doux-deja-cuit/pr-C1173844
mono-legumes;AUCHAN Déjà cuit - Carottes en rondelles;1.86€;2,48€ / kg;https://www.auchan.fr/auchan-deja-cuit-carottes-en-rondelles/pr-C1172826
mono-legumes;AUCHAN Haricots verts extra-fins;2.45€;2,45€ / kg;https://www.auchan.fr/auchan-haricots-verts-extra-fins/pr-C1178355
mono-legumes;AUCHAN Petits pois extra fins;2.39€;2,39€ / kg;https://www.auchan.fr/auchan-petits-pois-extra-fins/pr-C1178354
mono-legumes;BONDUELLE Haricot vert extra-fin sans résidu de pesticides;4.83€;6,44€ / kg;https://www.auchan.fr/bonduelle-haricot-vert-extra-fin-sans-residu-de-pesticides/pr-C1172216
mono-legumes;AUCHAN Déjà cuit - Haricots beurre extra-fins;2.72€;3,63€ / kg;https://www.auchan.fr/auchan-deja-cuit-haricots-beurre-extra-fins/pr-C1172769
mono-legumes;AUCHAN Oignons rouges émincés;2.38€;3,92€ / kg;https://www.auchan.fr/auchan-oignons-rouges-eminces/pr-C1481622
mono-legumes;AUCHAN BIO Petits pois;2.99€;4,98€ / kg;https://www.auchan.fr/auchan-bio-petits-pois/pr-C1177161
mono-legumes;AUCHAN Ail coupé;3.71€;14,84€ / kg;https://www.auchan.fr/auchan-ail-coupe/pr-C1175862
mono-legumes;AUCHAN BIO Oignons émincés;3.44€;5,73€ / kg;https://www.auchan.fr/auchan-bio-oignons-eminces/pr-C1172271
mono-legumes;AUCHAN Epinards hachés;1.56€;1,56€ / kg;https://www.auchan.fr/auchan-epinards-haches/pr-C1178255
mono-legumes;AUCHAN Oignons émincés;3.07€;3,07€ / kg;https://www.auchan.fr/auchan-oignons-eminces/pr-C1178183
mono-legumes;AUCHAN Choux-fleurs en fleurettes;2.11€;2,11€ / kg;https://www.auchan.fr/auchan-choux-fleurs-en-fleurettes/pr-C1178256
mono-legumes;AUCHAN Déjà cuit - Haricots plats;2.54€;3,39€ / kg;https://www.auchan.fr/auchan-deja-cuit-haricots-plats/pr-C1172767
mono-legumes;AUCHAN BIO Epinards en branches en portions;1.94€;3,23€ / kg;https://www.auchan.fr/auchan-bio-epinards-en-branches-en-portions/pr-C1177348
mono-legumes;AUCHAN BIO CULTIVONS LE BON Carottes en rondelles filière responsable;2.84€;4,73€ / kg;https://www.auchan.fr/auchan-bio-cultivons-le-bon-carottes-en-rondelles-filiere-responsable/pr-C1173390
mono-legumes;AUCHAN BIO Epinards hachés à la crème;2.61€;4,35€ / kg;https://www.auchan.fr/auchan-bio-epinards-haches-a-la-creme/pr-C1173139
mono-legumes;AUCHAN Déjà cuit - Haricots rouges;2.03€;3,38€ / kg;https://www.auchan.fr/auchan-deja-cuit-haricots-rouges/pr-C1306187
mono-legumes;BONDUELLE Petits pois extra-fondant sans résidu de pesticides;5.10€;6,80€ / kg;https://www.auchan.fr/bonduelle-petits-pois-extra-fondant-sans-residu-de-pesticides/pr-C1172215
mono-legumes;AUCHAN Déjà cuit - Quinoa;3.05€;5,08€ / kg;https://www.auchan.fr/auchan-deja-cuit-quinoa/pr-C1306189
mono-legumes;AUCHAN Asperges vertes;6.90€;11,50€ / kg;https://www.auchan.fr/auchan-asperges-vertes/pr-C1457546
mono-legumes;AUCHAN Déjà cuit - Lentilles vertes;2.24€;3,73€ / kg;https://www.auchan.fr/auchan-deja-cuit-lentilles-vertes/pr-C1306190
mono-legumes;BONDUELLE Petits pois bio pré cuit à la vapeur;2.80€;5,60€ / kg;https://www.auchan.fr/bonduelle-petits-pois-bio-pre-cuit-a-la-vapeur/pr-C1159095
mono-legumes;MAGDA Cèpes en morceaux;7.95€;19,88€ / kg;https://www.auchan.fr/magda-cepes-en-morceaux/pr-C1178199
mono-legumes;BONDUELLE Haricots verts bio pré cuit à la vapeur;2.96€;5,92€ / kg;https://www.auchan.fr/bonduelle-haricots-verts-bio-pre-cuit-a-la-vapeur/pr-C1159096
mono-legumes;MAGDA Morilles entières;9.18€;61,20€ / kg;https://www.auchan.fr/magda-morilles-entieres/pr-C1177332
mono-legumes;AUCHAN Mélange de champignons forestiers;5.69€;12,64€ / kg;https://www.auchan.fr/auchan-melange-de-champignons-forestiers/pr-C1178289
mono-legumes;YOOJI Galets de purée de potiron bio dès 4 mois;6.28€;13,08€ / kg;https://www.auchan.fr/yooji-galets-de-puree-de-potiron-bio-des-4-mois/pr-C1187889
mono-legumes;YOOJI Galets de purée de ratatouille bio dès 9 mois;6.46€;13,46€ / kg;https://www.auchan.fr/yooji-galets-de-puree-de-ratatouille-bio-des-9-mois/pr-C1187877
mono-legumes;YOOJI Galets de purée de petits pois bio dès 4 mois;5.84€;12,17€ / kg;https://www.auchan.fr/yooji-galets-de-puree-de-petits-pois-bio-des-4-mois/pr-C1187888
mono-legumes;YOOJI Galets de purée de patates douces bio dès 4 mois;5.84€;12,17€ / kg;https://www.auchan.fr/yooji-galets-de-puree-de-patates-douces-bio-des-4-mois/pr-C1188226
mono-legumes;AUCHAN Déjà cuit - Brocolis en fleurettes;2.64€;3,91€ / kg;https://www.auchan.fr/auchan-deja-cuit-brocolis-en-fleurettes/pr-C1457650
mono-legumes;AUCHAN Haricots verts déjà cuit;2.36€;3,15€ / kg;https://www.auchan.fr/auchan-haricots-verts-deja-cuit/pr-C1173849
mono-legumes;FINDUS Epinards hachés à la crème fraîche;5.11€;5,63€ / kg;https://www.auchan.fr/findus-epinards-haches-a-la-creme-fraiche/pr-C1518607
mono-legumes;AUCHAN Epinards hachés à la crème;1.37€;2,28€ / kg;https://www.auchan.fr/auchan-epinards-haches-a-la-creme/pr-C1173705
mono-legumes;AUCHAN Epinards en branches;1.77€;1,77€ / kg;https://www.auchan.fr/auchan-epinards-en-branches/pr-C1178356
mono-legumes;AUCHAN Échalote coupée;3.71€;14,84€ / kg;https://www.auchan.fr/auchan-echalote-coupee/pr-C1175863
mono-legumes;AUCHAN BIO Emincés de poireaux;3.07€;5,12€ / kg;https://www.auchan.fr/auchan-bio-eminces-de-poireaux/pr-C1173057
mono-legumes;BONDUELLE Feuille d'épinards sans résidu de pesticides;2.95€;3,93€ / kg;https://www.auchan.fr/bonduelle-feuille-d-epinards-sans-residu-de-pesticides/pr-C1172214
mono-legumes;AUCHAN BIO Choux-fleurs;2.39€;3,98€ / kg;https://www.auchan.fr/auchan-bio-choux-fleurs/pr-C1177347
mono-legumes;AUCHAN Brocolis en fleurettes;3.47€;3,86€ / kg;https://www.auchan.fr/auchan-brocolis-en-fleurettes/pr-C1456707
mono-legumes;AUCHAN BIO Purée de carotte potiron et courge butternut;3.41€;5,68€ / kg;https://www.auchan.fr/auchan-bio-puree-de-carotte-potiron-et-courge-butternut/pr-C1172300
melanges-de-legumes;BONDUELLE Maxi Croustis cheessy potiron carotte et emmental;3.80€;15,83€ / kg;https://www.auchan.fr/bonduelle-maxi-croustis-cheessy-potiron-carotte-et-emmental/pr-C1733715
melanges-de-legumes;BONDUELLE Maxi Croustis frenchy épinard pois chiches chèvre;4.13€;17,21€ / kg;https://www.auchan.fr/bonduelle-maxi-croustis-frenchy-epinard-pois-chiches-chevre/pr-C1733710
melanges-de-legumes;BONDUELLE Mini croustis mexicain au maïs quinoa et haricot rouge;4.13€;17,21€ / kg;https://www.auchan.fr/bonduelle-mini-croustis-mexicain-au-mais-quinoa-et-haricot-rouge/pr-C1733729
melanges-de-legumes;AUCHAN Mélange pour fajitas : poulet, poivrons et oignons;5.42€;9,03€ / kg;https://www.auchan.fr/auchan-melange-pour-fajitas-poulet-poivrons-et-oignons/pr-C1172267
melanges-de-legumes;AUCHAN Julienne de légumes;2.99€;2,99€ / kg;https://www.auchan.fr/auchan-julienne-de-legumes/pr-C1178290
melanges-de-legumes;AUCHAN Légumes pour wok;3.82€;5,09€ / kg;https://www.auchan.fr/auchan-legumes-pour-wok/pr-C1175830
melanges-de-legumes;AUCHAN BIO Trio de poivrons en lanières;3.72€;6,20€ / kg;https://www.auchan.fr/auchan-bio-trio-de-poivrons-en-lanieres/pr-C1456703
melanges-de-legumes;AUCHAN Légumes pour potage maraîcher;1.79€;1,79€ / kg;https://www.auchan.fr/auchan-legumes-pour-potage-maraicher/pr-C1178363
melanges-de-legumes;AUCHAN Mélange de champignons forestiers;5.69€;12,64€ / kg;https://www.auchan.fr/auchan-melange-de-champignons-forestiers/pr-C1178289
melanges-de-legumes;AUCHAN Mélange de légumes verts assaisonnés en sachet individuel;3.07€;5,12€ / kg;https://www.auchan.fr/auchan-melange-de-legumes-verts-assaisonnes-en-sachet-individuel/pr-C1176864
melanges-de-legumes;AUCHAN Poêlés de légumes à l'asiatique;4.01€;5,35€ / kg;https://www.auchan.fr/auchan-poeles-de-legumes-a-l-asiatique/pr-C1408276
melanges-de-legumes;AUCHAN BIO Mélange de légumes pour potage;3.36€;3,36€ / kg;https://www.auchan.fr/auchan-bio-melange-de-legumes-pour-potage/pr-C1163471
melanges-de-legumes;YOOJI Bâtonnets de butternut carotte et quinoa blanc bio dès 12 mois;4.56€;20,27€ / kg;https://www.auchan.fr/yooji-batonnets-de-butternut-carotte-et-quinoa-blanc-bio-des-12-mois/pr-C1530800
melanges-de-legumes;YOOJI Bâtonnets panais betterave quinoa rouge bio dès 12 mois;4.56€;20,27€ / kg;https://www.auchan.fr/yooji-batonnets-panais-betterave-quinoa-rouge-bio-des-12-mois/pr-C1530819
melanges-de-legumes;YOOJI Bâtonnets haricots verts petits pois semoule de blé bio dès 12 mois;4.56€;20,27€ / kg;https://www.auchan.fr/yooji-batonnets-haricots-verts-petits-pois-semoule-de-ble-bio-des-12-mois/pr-C1530820
melanges-de-legumes;AUCHAN Légumes pour couscous;3.15€;3,15€ / kg;https://www.auchan.fr/auchan-legumes-pour-couscous/pr-C1178364
melanges-de-legumes;AUCHAN Légumes pour potage recette d'Automne;2.05€;2,56€ / kg;https://www.auchan.fr/auchan-legumes-pour-potage-recette-d-automne/pr-C1173589
